"ID"	"Label"
"t2020_rn200"	"Urban population exposed to PM10 concentrations exceeding the daily limit value (50 g/m3 on mor...."
"hsw_ac7"	"Persons reporting  an accident at work by sex, age and occupation"
"isoc_tc_broad"	"Broadband penetration rate"
"hsw_ac8"	"Persons reporting  an accident at work by sex, age and professional status"
"lfst_hhaceday"	"Number of adults by sex, age groups, number of children, age of youngest child and household com...."
"sts_inpr_q"	"Production in industry - quarterly data (2010 = 100)"
"hsw_ac9"	"Persons reporting  an accident at work by sex, age and size of enterprise"
"hlth_rs_equip"	"Medical technology"
"htec_emp_sbs2"	"Employment statistics on high-tech industries and Knowledge Intensive Services at the national l...."
"sts_inpr_m"	"Production in industry - monthly data (2010 = 100)"
"ilc_lvho25"	"Housing cost overburden rate by age, sex and broad group of citizenship (total population aged 1...."
"ilc_lvho28"	"Distribution of population by housing cost burden and tenure status"
"avia_ec_emp_ent"	"Employment in aviation and airport enterprises by sex"
"mar_sg_am_pwr"	"Short Sea Shipping - Top 5 ports for Ro-ro units - Gross weight of goods in Ro-ro units transpor...."
"ilc_lvho29"	"Distribution of population by housing cost burden and degree of urbanisation"
"ilc_lvho26"	"Housing cost overburden rate by age, sex and broad group of country of birth (total population a...."
"ilc_lvho27"	"Distribution of population by housing cost burden and sex"
"ef_ov_kvftreg"	"Key variables by type of farming (2-digit) and NUTS 2 regions"
"nama_fcs_p"	"Final consumption aggregates - Price indices"
"agr_r_crops"	"Areas harvested, yields, production by NUTS 2 regions"
"ei_namr_q"	"Main aggregates - quarterly data - growth rates"
"hlth_dpeh090"	"People reporting a longstanding health problem by sex, age and type of longstanding health problem"
"proj_13naasfrlv"	"Lower fertility variant - Age specific fertility rates"
"sts_inpr_a"	"Production in industry - annual data (2010 = 100)"
"nama_fcs_k"	"Final consumption aggregates - volumes"
"urt_lfsd3pop"	"Population by sex and age (1 000)"
"road_eqr_spurp"	"New special purpose road vehicles"
"migr_resbc3"	"EU Blue Cards holders and family members by Member State of previous residence"
"ei_cphi_m"	"Harmonised indices - monthly data"
"tsdec410"	"Total employment rate"
"migr_resbc1"	"EU Blue Cards by type of decision, occupation and citizenship"
"migr_resbc2"	"Admitted family members of EU Blue Cards holders by type of decision and citizenship"
"tsdph320"	"Production of toxic chemicals, by toxicity class"
"ipr_dc_eu"	"EU co-ownership of Community designs (CD)"
"nama_fcs_c"	"Final consumption aggregates - Current prices"
"iww_go_qnave"	"Transport by nationality of vessel"
"apro_mk_strpd"	"Powdered dairy products - Distribution of enterprises by volume of annual production"
"cens_01nsctz"	"Population by sex, age group and country of citizenship"
"ef_alvege"	"Vegetables, melons, strawberries: number of farms and areas by agricultural size of farm (UAA) a...."
"rail_go_consgmt"	"Annual railway transport of goods by type of consignment (1 000 t, million tkm)"
"rail_tf_hautype"	"Hauled vehicle-kilometres, by type of hauled vehicle"
"ef_ov_lfsum"	"Labour force: number of persons and farm work (AWU) by size of farm (UAA) and LFA status"
"hlth_dpeh080"	"Population by sex, age, disability status and reporting a longstanding difficulty in activities ...."
"trng_cost09s"	"Cost of CVT courses per employee (all enterprises), by type of cost and size class"
"nama_inc_c"	"Income, saving and net lending/ borrowing - Current prices"
"ipr_da_reg"	"Community design (CD) applications by NUTS 3 regions"
"htec_kia_emp2"	"Annual data on employment in knowledge-intensive activities at the national level, by sex (from ...."
"gba_nabsfin92"	"Total GBAORD by NABS 1992 socio-economic objectives"
"trng_cost09n"	"Cost of CVT courses per employee (all enterprises), by type of cost and NACE Rev. 1.1"
"sbs_sc_4d_co02"	"Construction by employment size class (NACE Rev. 1.1, F, from 2002 onwards)"
"tour_dem_totot"	"Participation in tourism for personal purposes"
"hsw_ij_edse"	"Relative standardised incidence rate of accidental injuries at work by educational attainment le...."
"nrg_ind_333a"	"Infrastructure - nuclear energy facilities"
"sbs_cre_eres"	"Number of enterprises and balance sheet total by residence of the parent enterprise"
"ef_mpequip"	"Farm equipment: agricultural area and number of farms with different type of equipment by agricu...."
"enpr_etbal"	"ENP countries: Trading partners - balance"
"isoc_ec_evaln2"	"Value of purchases and sales by internet and/or networks other than internet (NACE Rev. 2 activity)"
"pat_ep_utot"	"Patent applications to the EPO by priority year by urban-rural typology"
"iss_11destemp"	"Estimated employment by business function and economic activity"
"naio_16_agg_6"	"Use table at current prices, 6 branches - EU aggregates"
"lfso_04avpona11"	"Average number of paid overtime hours of employees, by sex, age and economic activity"
"inn_cis5_bas"	"Basic economic information on the enterprises"
"nama_pi6_c"	"Gross fixed capital formation by 6 asset types - current prices"
"naio_16_agg_10_r2"	"Use table at current prices, 10 branches - EU aggregates (NACE Rev. 2)"
"ef_lu_alvegout"	"Vegetables, melons, strawberries and greenhouses: number of farms and areas by size of farm (UAA...."
"gba_nabsfin07"	"Total GBAORD by NABS 2007 socio-economic objectives"
"t2020_33"	"Primary energy consumption"
"hlth_db_emasnt"	"Percentage distribution of types of assistance needed by not employed disabled people by sex"
"educ_fifunds"	"Funding of education"
"t2020_30"	"Greenhouse gas emissions, base year 1990"
"t2020_31"	"Share of renewable energy in gross final energy consumption"
"trng_lfs_10"	"Participation rate in education and training (last 4 weeks) by type, sex, age and educational at...."
"trng_lfs_11"	"Participation rate in education and training (last 4 weeks) by type, sex, age and labour status"
"trng_lfs_12"	"Participation rate in education and training (last 4 weeks) by sex, age and citizenship"
"nrg_ind_334a"	"Energy saving - annual data"
"trng_lfs_14"	"Participation rate in education and training (last 4 weeks) by sex, age and degree of urbanisation"
"trng_lfs_13"	"Participation rate in education and training (last 4 weeks) by sex, age and country of birth"
"ilc_mddd12"	"Severe material deprivation rate by most frequent activity status (population aged 18 and over)"
"ilc_mddd11"	"Severe material deprivation rate by age and sex"
"t2020_35"	"Greenhouse gas emissions in non-ETS sectors"
"hlth_dlm070"	"Not employed people but having a previous work experience by type of disability, sex, age and th...."
"t2020_34"	"Final energy consumption"
"ilc_mddd16"	"Severe material deprivation rate by broad group of country of birth (population aged 18 and over)"
"ilc_mddd15"	"Severe material deprivation rate by broad group of citizenship (population aged 18 and over)"
"ilc_mddd14"	"Severe material deprivation rate by educational attainment level (population aged 18 and over)"
"hlth_db_emasne"	"Percentage distribution of assistance needed by not employed disabled people by sex"
"nama_pi6_k"	"Gross fixed capital formation by 6 asset types - volumes"
"lfsa_agan"	"Active population by sex, age and nationality (1 000)"
"ilc_mddd13"	"Severe material deprivation rate by income quintile and household type"
"nama_pi6_p"	"Gross fixed capital formation by 6 asset types - price indices"
"ilc_mddd17"	"Severe material deprivation rate by tenure status"
"isoc_cismpol"	"Formal policy for using social media"
"pat_ep_nfgn"	"Foreign ownership of domestic inventions in patent applications to the EPO by priority year"
"cens_91aepisco"	"Persons in employment by sex and occupation"
"gov_10dd_dcur"	"Debt by currency of issue"
"t2020_41"	"Tertiary educational attainment by sex, age group 30-34"
"ipr_dfa_tot"	"Community designs (CD) filed"
"trng_lfs_01"	"Participation rate in education and training (last 4 weeks) by sex and age"
"ef_so_rdlfoga"	"Family labour force with other gainful activity: number of persons by size of farm (UAA)"
"met_lfe3emprt"	"Employment rates by sex and age (%)"
"t2020_40"	"Early leavers from education and training by sex"
"trng_lfs_05"	"Participation rate in education and training (last 4 weeks) by sex, age and permanency of the job"
"trng_lfs_04"	"Participation rate in education and training (last 4 weeks) by sex, age and occupation"
"hlth_dlm060"	"Inactive population by type of disability, sex, age and the main reason for not seeking employment"
"nama_pi21_c"	"Gross capital formation by 21 branches - at current prices"
"trng_lfs_03"	"Participation rate in education and training (last 4 weeks) by sex, age and labour status"
"nrg_ind_335a"	"Share of energy from renewable sources"
"trng_lfs_02"	"Participation rate in education and training (last 4 weeks) by sex, age and educational attainme...."
"ilc_mdes05h"	"Arrears (mortgage or rent, utility bills or hire purchase) until 2001 (source: ECHP)"
"trng_lfs_09"	"Participation rate in education and training (last 4 weeks) by type, sex and age"
"ilc_mddd01"	"Material deprivation for the 'Economic strain' dimension, by number of item (source: SILC)"
"trng_lfs_07"	"Participation rate in education and training (last 4 weeks) by sex, age and size of the local unit"
"trng_lfs_06"	"Participation rate in education and training (last 4 weeks) by sex, age and full-time/part-time ...."
"ilc_mddd03"	"Material deprivation for the 'Economic strain' and 'Durables' dimensions, by number of item (sou...."
"ilc_mddd02"	"Material deprivation for the 'Durables' dimension, by number of item (source: SILC)"
"ilc_mddd05"	"Material deprivation for the 'Environment' dimension, by number of item (source: SILC)"
"nama_pi21_k"	"Gross capital formation by 21 branches - volumes"
"ilc_pns11"	"Gender differences in the relative median income ratio (60+) (source: SILC)"
"cpc_agfish"	"Candidate countries and potential candidates: fisheries"
"namq_gdp_p"	"GDP and main components - Price indices"
"ert_bil_eur_q"	"Euro/ECU exchange rates - quarterly data"
"namq_gdp_k"	"GDP and main components - volumes"
"t2020_50"	"People at risk of poverty or social exclusion"
"t2020_51"	"People living in households with very low work intensity"
"t2020_52"	"People at risk of poverty after social transfers"
"t2020_53"	"Severely materially deprived people"
"iww_ec_invest"	"Inland waterways transport - Investment and maintenance expediture in vessels and infrastructure"
"hlth_dlm090"	"Employment by type of disability, sex, age and working at home"
"namq_gdp_c"	"GDP and main components - Current prices"
"tour_occ_anor2"	"Net occupancy rate of bed-places and bedrooms in hotels and similar accommodation (NACE Rev. 2, ...."
"bd_9g_l_form"	"Preliminary results on employer enterprise deaths presented by legal form (until 2007, NACE Rev....."
"bop_q_gdp"	"Main Balance of Payments and International Investment Position items as share of GDP"
"acf_d_rea"	"Reasons for choosing a bank for loan finance, by type of enterprise and NACE Rev. 2"
"migr_emi1ctz"	"Emigration by five year age group, sex and citizenship"
"fish_pr_ind57"	"Total Fishery Production - East Indian Ocean"
"hsw_aw_nnasx"	"Number of accidents at work by economic activity, severity and sex"
"gov_dd_slgd"	"State government debt"
"hlth_db_emrena"	"Prevalence of disability by sex, economic activity (NACE Rev. 1) and NUTS 2 regions"
"fish_pr_ind51"	"Total Fishery Production - West Indian Ocean"
"hsw_aw_nnasz"	"Number of accidents at work by economic activity and size of enterprise"
"ef_ov_luob00"	"Land use: number of farms and areas by size of farm (UAA) and objective zone 2000"
"ilc_mddd21"	"Severe material deprivation rate by NUTS 2 regions"
"hlth_dlm080"	"Employment by type of disability, sex, age and full-time/part-time employment"
"ert_bil_eur_d"	"Euro/ECU exchange rates - daily data"
"fish_ca_ind51"	"Catches - West Indian Ocean"
"ilc_mddd23"	"Severe material deprivation rate by degree of urbanisation"
"cens_11fs_r3"	"Population by family status and NUTS 3 region"
"enpr_ettot"	"ENP countries: terms of trade"
"hlth_ehis_hc10"	"Self-reported use of non-prescribed medicines by sex, age and educational attainment level"
"hsw_aw_nnasv"	"Number of accidents at work by economic activity and severity"
"fish_ca_ind57"	"Catches - East Indian Ocean"
"ert_bil_eur_a"	"Euro/ECU exchange rates - annual data"
"ipr_dr_tot"	"Registered Community designs (RCD)"
"nama_aux_lp"	"Labour productivity - annual data"
"ert_bil_eur_m"	"Euro/ECU exchange rates - monthly data"
"educ_mofo_fld"	"Foreign students by level and field of education"
"namq_exi_k"	"Exports and imports by Member States of the EU/third countries - volumes"
"edat_aes_l32"	"Level of the best-known foreign language (self-reported) by age"
"edat_aes_l33"	"Level of the best-known foreign language (self-reported) by educational attainment level"
"tesov016"	"Relative median at-risk-of-poverty risk gap (source: SILC)"
"edat_aes_l31"	"Level of the best-known foreign language (self-reported) by sex"
"namq_exi_p"	"Exports and imports by Member States of the EU/third countries - Price indices"
"inn_c721"	"Number of innovating enterprises considering the listed sources of information as not relevant b...."
"mare_pjanaggr3"	"Population by sex and age groups on 1 January"
"namq_exi_c"	"Exports and imports by Member States of the EU/third countries - Current prices"
"teina408_r2"	"Gross value added - NACE Rev. 2: B-E - current prices"
"inn_c722"	"Number of innovating enterprises considering the listed sources of information as not relevant, ...."
"road_ec_entveh"	"Goods road transport enterprises, by number of vehicles"
"inn_cis6_mktype"	"Implementation type of a new marketing method"
"trng_cost04n"	"Cost of CVT courses per training hour, by type of cost and NACE Rev. 1.1"
"edat_aes_l36"	"Level of the best-known foreign language (self-reported) by degree of urbanisation"
"env_ac_mfa"	"Material flow accounts"
"trng_cost04s"	"Cost of CVT courses per training hour, by type of cost and size class"
"hlth_dlm030"	"Unemployment rate of people by type of disability, sex and age"
"edat_aes_l35"	"Level of the best-known foreign language (self-reported) by occupation"
"edat_aes_l34"	"Level of the best-known foreign language (self-reported) by labour status"
"isoc_bdek_smi"	"Digital single market - promoting e-commerce for individuals"
"hlth_dlm020"	"Activity rate of people by type of disability, sex and age"
"edat_aes_l21"	"Number of foreign languages known (self-reported) by sex"
"edat_aes_l22"	"Number of foreign languages known (self-reported) by age"
"isoc_bdek_sme"	"Digital single market - promoting e-commerce for businesses"
"educ_uoe_enrp04"	"Pupils enrolled in primary education  by sex, type of institution and intensity of participation"
"educ_uoe_enrp03"	"Pupils enrolled in early childhood education by sex and NUTS2 regions"
"educ_uoe_enrp06"	"Pupils enrolled in primary education by sex and NUTS2 regions"
"nasa_nf_tr"	"Non-financial transactions"
"educ_uoe_enrp05"	"Pupils enrolled in primary education by sex and age"
"spr_rec_eur"	"Receipts - tables by sector of origin and type, million EUR"
"teina400_r2"	"Gross value added - NACE Rev. 2: TOTAL - current prices"
"educ_uoe_enrp07"	"Pupils in early childhood and primary education by education level and age - as % of correspondi...."
"gov_dd_ssfd"	"Social security funds debt"
"hsw_hp_dinag"	"Standardised prevalence rate of work-related health problems by diagnosis group, economic activi...."
"educ_uoe_enrp01"	"Pupils enrolled in early childhood education by sex, type of institution and intensity of partic...."
"educ_uoe_enrp02"	"Pupils enrolled in early childhood education by sex and age"
"trng_cost03n"	"Cost of CVT courses per employee (only enterprises with CVT courses), by type of cost and NACE R...."
"edat_aes_l24"	"Number of foreign languages known (self-reported) by labour status"
"edat_aes_l23"	"Number of foreign languages known (self-reported) by educational attainment level"
"edat_aes_l26"	"Number of foreign languages known (self-reported) by degree of urbanisation"
"road_go_ca_c"	"Road cabotage transport by country in which cabotage takes place (1000t ; 1 000 tkm) - as from 1...."
"trng_cost03s"	"Cost of CVT courses per employee (only enterprises with CVT courses), by type of cost and size class"
"edat_aes_l25"	"Number of foreign languages known (self-reported) by occupation"
"bs_bs8ace_r2"	"Turnover by product and economic activity (NACE Rev. 2)"
"namq_aux_ulc"	"Unit labour cost - quarterly data"
"edat_aes_l54"	"Level of the foreign language reported as best-known in the country (self-reported) by labour status"
"edat_aes_l55"	"Level of the foreign language reported as best-known in the country (self-reported) by occupation"
"tour_dem_tntr"	"Number of nights spent by mode of transport"
"edat_aes_l52"	"Level of the foreign language reported as best-known in the country (self-reported) by age"
"road_eqr_trailn"	"New registrations of trailers, by load capacity (1 000 t)"
"edat_aes_l53"	"Level of the foreign language reported as best-known in the country (self-reported) by education...."
"road_eqr_trailt"	"New registrations of trailers, by load capacity (number)"
"edat_aes_l51"	"Level of the foreign language reported as best-known in the country (self-reported) by sex"
"t2020_10"	"Employment rate by sex, age group 20-64"
"apri_pi05_outq"	"Price indices of agricultural products, output (2005 = 100) - quarterly data"
"mar_mp_am_cftt"	"Country level - Passengers (excluding cruise passengers) transported to/from main ports, by type...."
"trng_cost02n"	"Cost of CVT courses per participant, by type of cost and NACE Rev. 1.1"
"isoc_cias_mph"	"Use of mobile phone"
"rail_go_quartal"	"Railway transport - Goods transported, quarterly data (1 000 t, million tkm)"
"teina305"	"Employment by NACE Rev.2 - percentage change Q/Q-4"
"hlth_dpeh010"	"Population by sex, age, disability status and labour status"
"trng_cost02s"	"Cost of CVT courses per participant, by type of cost and size class"
"tsdpc520"	"Final consumption expenditure of households, by consumption purpose"
"hlth_dlm050"	"Employment by type of disability, sex, age and professional status"
"edat_aes_l56"	"Level of the foreign language reported as best-known in the country (self-reported) by degree of...."
"migr_pop3ctb"	"Population on 1 January by five year age group, sex and country of birth"
"t2020_20"	"Gross domestic expenditure on R&D (GERD)"
"ei_bsse_m_r2"	"Services - monthly data"
"tour_lfs1r2"	"Employed persons by full-time/part-time activity (NACE Rev. 2)"
"educ_ilev"	"Distribution of pupils/ Students by level"
"sbs_cre_pacc"	"Number of accounts linked to CPA categories"
"ext_lt_mainrawm"	"Extra EU trade of raw materials (SITC 2+4), by partner"
"trng_cost01s"	"Cost of CVT courses as % of total labour cost (all enterprises), by type of cost and size class"
"apri_pi05_outa"	"Price indices of agricultural products, output (2005 = 100) - annual data"
"ilc_mddd60"	"Severe material deprivation rate for children by educational attainment level of their parents (...."
"teina310"	"Employment by NACE Rev.2 - percentage change Q/Q-1"
"hlth_dpeh005"	"Population by sex, age and disability status"
"hlth_dlm040"	"Population by type of disability, sex, age and labour status"
"trng_cost01n"	"Cost of CVT courses as % of total labour cost (all enterprises), by type of cost and NACE Rev. 1.1"
"tsdpc510"	"Number of persons in households"
"tag00070"	"Selling prices of raw cow's milk"
"enpr_ecmain"	"ENP countries: main economic indicators"
"mar_mp_aa_cph"	"Country level - Passengers embarked and disembarked in all ports"
"nama_pi64_c"	"Gross capital formation by 64 branches - at current prices"
"educ_uoe_enrs07"	"Pupils enrolled in post-secondary non-tertiary education by programme orientation, sex, type of ...."
"spr_exp_fto"	"Tables by benefits - all functions"
"educ_uoe_enrs05"	"Pupils enrolled in  upper-secondary education by programme orientation, sex and age"
"educ_uoe_enrs04"	"Pupils enrolled in upper secondary education by programme orientation, sex, type of institution ...."
"lfsi_emp_q"	"Employment (main characteristics and rates) - quarterly data"
"nama_pi64_k"	"Gross capital formation by 64 branches - volumes"
"lfsq_igan"	"Inactive population by sex, age and nationality (1 000)"
"inn_cis7_obj"	"Highly important objectives for product and process innovation"
"educ_uoe_enrs08"	"Pupils enrolled in post-secondary non-tertiary education by programme orientation, sex and age"
"tag00079"	"Catches in the north-west Atlantic"
"hlth_dh020"	"People having a longstanding health problem by level of activity limitation, sex and age"
"teicp290"	"HICP - non-energy industrial goods"
"isoc_bde15dec"	"E-commerce, customer relation management (CRM) and secure transactions"
"tag00078"	"Catches in the north-east Atlantic"
"tag00075"	"Aquaculture production in tonnes and value"
"tag00076"	"Catches in all fishing regions"
"tour_dem_tninc"	"Number of nights spent by household income (from 2012 onwards)"
"tag00073"	"Total sawnwood production"
"inn_cis8_spec"	"Enterprises by specific types of innovation, NACE Rev. 2 activity and size class"
"tag00074"	"Total paper and paperboard production"
"tag00071"	"Selling prices of fresh eggs"
"tag00072"	"Roundwood production"
"ef_pmmanapaa"	"Solid manure application as % of the UAA: number of holdings and UAA  by  economic size (SO in e...."
"for_awu"	"Annual work units in forestry and logging"
"cens_01nhtype"	"Population by sex, age and household status"
"spr_exp_fsi"	"Tables by benefits - sickness/health care function"
"ef_ogaecs"	"Other gainful activities (OGA) of the farm of sole holder: number of farms, agricultural area, s...."
"hlth_cd_infoeu"	"Infant deaths occurring in the EU by cause and age"
"tour_occ_anor"	"Net occupancy rate of bed-places and bedrooms in hotels and similar accommodation (NACE Rev. 2, ...."
"spr_exp_fsu"	"Tables by benefits - survivors function"
"nama_aux_ulc"	"Unit labour cost - annual data"
"hlth_dh010"	"Self-perceived health by level of activity limitation, sex and age"
"lc_r00num2"	"Number of hours worked and paid per employee by NUTS 1 regions"
"tag00068"	"Selling prices of chickens (live 1st choice)"
"teicp280"	"HICP - services"
"tag00069"	"Selling prices of sheep"
"lc_r00num1"	"Number of employees, hours worked and paid by NUTS 1 regions"
"tag00064"	"Selling prices of sugar beet (unit value)"
"tag00065"	"Selling prices of calves"
"env_wat_ind"	"Water use in the manufacturing industry by activity and supply category"
"tag00066"	"Selling prices of pigs (light)"
"tag00067"	"Selling prices of piglets"
"tag00060"	"Selling prices of barley"
"lfst_r_lfe2emprt"	"Employment rates by sex, age and NUTS 2 regions (%)"
"acf_p_ch"	"Perception of the changes between 2007 and 2010, by type of enterprise and NACE Rev. 2"
"tag00061"	"Selling prices of oats"
"tag00062"	"Selling prices of maize"
"lfst_hheredty"	"Employment rate by sex, age groups, educational attainment level and household composition (%)"
"tag00063"	"Selling prices of main crop potatoes"
"demo_maczc"	"Deaths by age, sex and citizenship"
"isoc_r_broad_h"	"Households with broadband access"
"road_go_ta_tott"	"Summary of annual road freight transport by type of operation and type of transport (1 000 t, Mi...."
"lfso_12earlyret"	"Early retirement among persons who receive an old-age pension (%)"
"earn_ses10_hftpt"	"Hourly earnings by economic activity and contractual working time (enterprises with 10 employed ...."
"demo_pjan"	"Population on 1 January by age and sex"
"tag00092"	"Consumption estimate of manufactured fertilizers: Potassium (tonnes of K) (source: Fertilizers E...."
"tag00091"	"Consumption estimate of manufactured fertilizers: Phosphorus (tonnes of P) (source: Fertilizers ...."
"tag00090"	"Consumption estimate of manufactured fertilizers: Nitrogen (tonnes of N) (source: Fertilizers Eu...."
"lfsa_egdn2"	"Employment by sex, age, time since job started and economic activity (from 2008 onwards, NACE Re...."
"ext_st_ea17bec"	"Euro area17 trade by BEC product group since 1999"
"hlth_ehis_st1"	"People reporting a chronic disease, by disease, sex, age and educational attainment level (%)"
"avia_painac"	"International intra-EU air passenger transport by main airports in each reporting country and EU...."
"hlth_ehis_st3"	"People reporting having had an accident, which resulted in injury for which medical treatment wa...."
"ef_so_lfage"	"Labour force: number of persons and farm work (AWU) by age of worker, category of worker and siz...."
"hlth_ehis_st2"	"People reporting having had an accident by sex, age and educational attainment level (%)"
"sts_intvdgr_a"	"Turnover in industry, domestic market - annual data, percentage change"
"hlth_ehis_st9"	"Physical and sensory functional limitations by sex, age and educational attainment level (%)"
"tag00095"	"Irrigable area"
"hlth_ehis_st8"	"Psychological well-being (energy and vitality index) by sex, age and educational attainment leve...."
"tag00096"	"Agricultural holdings with another gainful activity than agricultural production"
"tag00099"	"Rape, area"
"hlth_ehis_st4"	"People declaring physical pain or physical discomfort by sex, age and educational attainment lev...."
"hlth_ehis_st7"	"Psychological distress by sex, age and educational attainment level (average score)"
"tag00097"	"Vegetables, production"
"tag00098"	"Organic crop area (fully converted area)"
"sts_intvdgr_q"	"Turnover in industry, domestic market - quarterly data, percentage change"
"hlth_co_bedoc"	"Curative care bed occupancy rate"
"spr_exp_fun"	"Tables by benefits - unemployment function"
"sts_intvdgr_m"	"Turnover in industry, domestic market - monthly data, percentage change"
"ef_povine"	"Vineyards: number of farms and areas by agricultural size of farm (UAA) and size of vineyard area"
"road_go_tq_trat"	"Quarterly road freight transport vehicle transit movements, by transit country, by loaded/empty ...."
"tag00081"	"Catches in the Mediterranean"
"tag00080"	"Catches in the eastern central Atlantic"
"cens_01nsres"	"Population by sex, age group, citizenship and place of residence one year prior to the census"
"lmp_rjru"	"Persons registered with Public Employment Services - PES (source: DG EMPL)"
"ext_st_ea19sitc"	"Euro area19 trade by SITC product group since 1999"
"road_go_iq_utt"	"International quarterly road freight transport - goods unloaded in reporting country, by type of...."
"naio_18_agg_10_r2"	"Input-output table for domestic output at current prices, 10 branches - EU aggregates (NACE Rev. 2)"
"urt_lfp3pop"	"Economically active population by sex and age (1 000)"
"isoc_ske_itsp_p"	"ICT/IT specialists employed by enterprises (NACE Rev. 1.1 activity)"
"rail_pa_nbpass"	"Accompanied passenger car railway transport, by type of transport (number of passengers)"
"tag00083"	"Fishing fleet, Total tonnage"
"isoc_ske_itsp_e"	"Enterprises who employed ICT/IT specialists (NACE Rev. 1.1 activity)"
"tag00084"	"Total sales of pesticides"
"tag00085"	"Sales of pesticides - Fungicides"
"tag00086"	"Sales of pesticides - Herbicides"
"apro_ec_lshen"	"Laying hens population - annual data"
"road_go_ia_ltt"	"International annual road freight transport - goods loaded in reporting country, by type of tran...."
"tag00087"	"Sales of pesticides - Insecticides"
"tag00088"	"Sales of pesticides - Other pesticides"
"ef_so_mplegper"	"Holder-manager relationship: selected variables by size of farm (UAA)"
"namq_aux_gph"	"GDP per capita - quarterly Data"
"rd_p_persage"	"Researchers (HC) in government and higher education sector by age and sex"
"cult_trd_prd"	"Intra and extra-EU trade in cultural goods by product"
"tag00034"	"Wine, production"
"ipr_ta_typ"	"Community trade mark (CTM) applications by type of the trade mark"
"tag00033"	"Wheat, production"
"tag00032"	"Cereals, yields"
"tag00031"	"Cereals, production"
"isoc_ci_id_p"	"Employees - devices to access the internet (NACE Rev. 1.1 activity)"
"acf_p_fi"	"Finance types, likely needed between 2011 and 2013, by type of enterprise and NACE Rev. 2"
"tag00030"	"Agricultural holders > = 65 years old"
"cult_trd_prt"	"Intra and extra-EU trade in cultural goods by product and partner"
"ef_lslayhenaa"	"Laying hens: number of farms and heads of poultry by agricultural size of farm (UAA) and size of...."
"met_lfu3pers"	"Unemployment by sex and age (1 000)"
"ilc_lvph05"	"Distribution of households with children by number of children (source: EU-SILC)"
"ilc_lvph04"	"Distribution of households by household type and income level (source: SILC)"
"migr_imm7ctb"	"Immigration by sex, country of birth and broad group of citizenship"
"iww_go_atyvefl"	"Transport by type of vessel (country/regional flows)"
"ilc_lvph03"	"Distribution of households by household size (source: SILC)"
"cpc_transp"	"Candidate countries and potential candidates: transport"
"tag00039"	"Production of milk powder"
"ilc_lvph02"	"Distribution of households by household type from 2003 onwards (source: SILC)"
"acf_p_fa"	"Factors, likely limiting business growth between 2011 and 2013, by type of enterprise and NACE R...."
"tag00038"	"Production of butter"
"ilc_lvph01"	"Average household size (source: SILC)"
"cens_01ndquart_hd"	"Private households by type of housing"
"tag00037"	"Collection of cow's milk"
"ipr_tc_eu"	"EU co-ownership of Community trade mark (CTM) applications"
"tag00036"	"Apples, production"
"ipr_tr_typ"	"Community trade mark (CTM) registrations by type of trade mark"
"tag00035"	"Tomatoes, production"
"apro_mt_lscatl"	"Cattle population - annual data"
"naio_cp18_r2"	"Input-output table for domestic output - current prices (NACE Rev. 2)"
"trng_aes_104"	"Participation rate in education and training by occupation"
"trng_aes_103"	"Participation rate in education and training by labour status"
"trng_aes_105"	"Participation rate in education and training by degree of urbanisation"
"trng_aes_100"	"Participation rate in education and training by sex"
"spr_exp_fol"	"Tables by benefits - old age function"
"prc_hicp_midx"	"HICP (2005 = 100) - monthly data (index)"
"trng_aes_102"	"Participation rate in education and training by highest level of education attained"
"trng_aes_101"	"Participation rate in education and training by age groups"
"lfsq_ugad"	"Unemployment by sex, age and duration of unemployment (1 000)"
"tag00021"	"Family farm labour force"
"tag00020"	"Farm labour force"
"lfso_10cnowcar"	"Main care related reasons for not working or working part-time (1000)"
"lfso_06hlsaispr"	"Number of not employed persons who would have stayed longer at work (or not) if their workplace ...."
"tag00023"	"Part-time regular farm labour force"
"urb_llma"	"Labour market - larger urban zone"
"ds_ds5bc"	"Expectations for future purchases of services by activity (NACE sections/analytical groupings of...."
"apro_mt_strshe"	"Sheep"
"tag00022"	"Full-time regular farm labour force"
"mar_mg_am_cwtt"	"Country level - Gross weight of goods transported to/from main ports, by type of traffic"
"tag00029"	"Agricultural holders < 35 years old"
"tespn010"	"At-risk-of-poverty rate of older people by sex (source: SILC)"
"tag00028"	"Agricultural holders being a natural person"
"isoc_cimobi_dev"	"Devices used for mobile connection to the internet"
"tag00024"	"Holding managers, by sex"
"tag00026"	"Regular farm labour force, by sex"
"lfst_hhacednc"	"Number of adults by sex, age groups, number of children, age of youngest child and educational a...."
"med_eg20"	"Secondary energy production (transformation)"
"ilc_li48"	"At-risk-of-poverty rate after deducting housing costs by degree of urbanisation"
"prc_fsc_idx"	"Food price monitoring tool"
"inn_cis7_ortype"	"Implementation type of a new organisational method"
"migr_asydctzy"	"Decisions on asylum applications by citizenship till 2007 Annual data (rounded)"
"cpc_sisoc"	"Candidate countries and potential candidates: SI - Social Cohesion"
"lfsq_ugan"	"Unemployment by sex, age and nationality (1 000)"
"enpr_psdemo"	"ENP countries: population - demography"
"tag00052"	"Purchase price indices, total means of agricultural production"
"tessi301"	"Median of the housing cost burden distribution by age group (source: SILC)"
"tessi302"	"Median of the housing cost burden distribution by poverty status (source: SILC)"
"tag00050"	"Producer price indices, animals and animal products"
